result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,u1,u2,r1,r2,reach_diff,reach_gap,longer_is_p1,p1_won,longer_won,pair_key
W,Jiri Prochazka,Aleksandar Rakic,http://ufcstats.com/fighter-details/009341ed974bad72,http://ufcstats.com/fighter-details/333b9e5c723ac873,Light Heavyweight Bout,KO/TKO,2,3:17,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,--,Rocket,2024-04-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6750e338922a099d,0,0.0,,,,16 of 38,53 of 80,,,,16 of 38,53 of 80,,,,0 of 0,1 of 1,,,,0,0.0,,,,0,0.0,,,,0:03,0:35,,,,0,0.0,,,,36 of 69,22 of 40,,,,36 of 69,22 of 40,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,10 of 29,46 of 72,,,,2 of 5,3 of 4,,,,4 of 4,4 of 4,,,,15 of 37,30 of 50,,,,1 of 1,6 of 6,,,,0 of 0,17 of 24,,,,19 of 45,15 of 32,,,,0 of 1,1 of 1,,,,17 of 23,6 of 7,,,,35 of 68,21 of 39,,,,1 of 1,1 of 1,,,,0 of 0,0 of 0,,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/009341ed974bad72,http://ufcstats.com/fighter-details/333b9e5c723ac873,80.0,78.0,2.0,2.0,True,True,True,http://ufcstats.com/fighter-details/009341ed974bad72|http://ufcstats.com/fighter-details/333b9e5c723ac873
L,Justin Gaethje,Max Holloway,http://ufcstats.com/fighter-details/9e8f6c728eb01124,http://ufcstats.com/fighter-details/150ff4cc642270b9,Lightweight Bout,KO/TKO,5,4:59,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,The Highlight,Blessed,2024-04-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/6750e338922a099d,0,0.0,0.0,0.0,0.0,12 of 26,18 of 26,20 of 38,35 of 60,18 of 49,12 of 26,18 of 26,20 of 38,35 of 60,18 of 49,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,0,0.0,0.0,0.0,1.0,25 of 39,30 of 53,29 of 53,35 of 61,62 of 103,25 of 39,30 of 53,29 of 53,35 of 61,62 of 103,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,4 of 15,6 of 13,5 of 18,18 of 38,11 of 37,2 of 4,3 of 4,9 of 14,11 of 16,1 of 4,6 of 7,9 of 9,6 of 6,6 of 6,6 of 8,12 of 26,18 of 26,20 of 38,35 of 60,18 of 49,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,10 of 18,4 of 20,6 of 24,15 of 29,27 of 58,5 of 10,13 of 17,13 of 18,9 of 19,22 of 27,10 of 11,13 of 16,10 of 11,11 of 13,13 of 18,25 of 39,30 of 53,29 of 53,35 of 61,62 of 102,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,Lightweight,L,http://ufcstats.com/fighter-details/9e8f6c728eb01124,http://ufcstats.com/fighter-details/150ff4cc642270b9,70.0,69.0,1.0,1.0,True,False,False,http://ufcstats.com/fighter-details/150ff4cc642270b9|http://ufcstats.com/fighter-details/9e8f6c728eb01124
W,Alessandro Costa,Kevin Borjas,http://ufcstats.com/fighter-details/3fa97913cfd205d3,http://ufcstats.com/fighter-details/34b96d52db1d26e6,Flyweight Bout,KO/TKO,2,1:35,3 Rnd (5-5-5),Joao Claudio Soares,Punches to Head From Mount,Nono,El Gallo Negro,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,1.0,,,,16 of 45,30 of 41,,,,16 of 45,44 of 59,,,,0 of 2,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:05,0:38,,,,0,0.0,,,,15 of 38,3 of 18,,,,15 of 38,3 of 18,,,,0 of 2,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,9 of 33,23 of 33,,,,2 of 4,0 of 1,,,,5 of 8,7 of 7,,,,15 of 41,10 of 14,,,,1 of 3,0 of 0,,,,0 of 1,20 of 27,,,,10 of 31,2 of 14,,,,4 of 6,1 of 4,,,,1 of 1,0 of 0,,,,15 of 37,3 of 18,,,,0 of 1,0 of 0,,,,0 of 0,0 of 0,,,,Flyweight,W,http://ufcstats.com/fighter-details/3fa97913cfd205d3,http://ufcstats.com/fighter-details/34b96d52db1d26e6,67.0,68.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/34b96d52db1d26e6|http://ufcstats.com/fighter-details/3fa97913cfd205d3
W,Ismael Bonfim,Vinc Pichel,http://ufcstats.com/fighter-details/eb393afdbe3293d5,http://ufcstats.com/fighter-details/c77a953488e5607d,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Beltran,Rafael Ferreira 27 - 30. Ben Cartlidge 27 - 30. David Lethaby 27 - 30.,Marreta,From Hell,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,0.0,,,34 of 66,36 of 75,41 of 75,,,34 of 66,36 of 75,42 of 76,,,0 of 1,0 of 0,1 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:00,0:28,,,0,0.0,0.0,,,18 of 47,22 of 54,21 of 41,,,18 of 49,22 of 54,24 of 44,,,1 of 1,0 of 0,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:03,0:05,0:21,,,19 of 47,29 of 66,32 of 63,,,2 of 4,4 of 6,7 of 10,,,13 of 15,3 of 3,2 of 2,,,34 of 66,36 of 74,37 of 69,,,0 of 0,0 of 1,2 of 3,,,0 of 0,0 of 0,2 of 3,,,5 of 29,9 of 37,12 of 27,,,5 of 10,3 of 5,6 of 9,,,8 of 8,10 of 12,3 of 5,,,18 of 47,22 of 54,20 of 39,,,0 of 0,0 of 0,0 of 1,,,0 of 0,0 of 0,1 of 1,,,Lightweight,W,http://ufcstats.com/fighter-details/eb393afdbe3293d5,http://ufcstats.com/fighter-details/c77a953488e5607d,71.0,72.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/c77a953488e5607d|http://ufcstats.com/fighter-details/eb393afdbe3293d5
W,Mauricio Ruffy,Jamie Mullarkey,http://ufcstats.com/fighter-details/9c393e836a852f30,http://ufcstats.com/fighter-details/af9f42e6894047fc,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Osiris Maia,Punches to Head At Distance,--,--,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,1,,,,,25 of 40,,,,,25 of 40,,,,,0 of 1,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,14 of 38,,,,,14 of 38,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,21 of 35,,,,,0 of 1,,,,,4 of 4,,,,,22 of 37,,,,,1 of 1,,,,,2 of 2,,,,,7 of 28,,,,,4 of 6,,,,,3 of 4,,,,,14 of 38,,,,,0 of 0,,,,,0 of 0,,,,,Lightweight,W,http://ufcstats.com/fighter-details/9c393e836a852f30,http://ufcstats.com/fighter-details/af9f42e6894047fc,75.0,74.0,1.0,1.0,True,True,True,http://ufcstats.com/fighter-details/9c393e836a852f30|http://ufcstats.com/fighter-details/af9f42e6894047fc
L,Elves Brener,Myktybek Orolbai,http://ufcstats.com/fighter-details/48a9a128784d53d1,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 27 - 29. Sal D'amato 27 - 29. Dave Tirelli 27 - 29.,--,--,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,0.0,,,10 of 19,21 of 34,17 of 38,,,14 of 23,33 of 47,32 of 55,,,0 of 1,0 of 0,3 of 5,,,0,0.0,0.0,,,1,0.0,1.0,,,0:30,0:20,2:05,,,0,0.0,1.0,,,20 of 35,28 of 49,17 of 35,,,26 of 41,35 of 57,22 of 40,,,2 of 4,2 of 9,1 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,3:06,2:56,1:10,,,6 of 15,10 of 21,8 of 25,,,1 of 1,4 of 5,2 of 6,,,3 of 3,7 of 8,7 of 7,,,6 of 14,15 of 28,14 of 33,,,0 of 0,2 of 2,0 of 1,,,4 of 5,4 of 4,3 of 4,,,16 of 29,21 of 41,15 of 33,,,2 of 3,7 of 7,1 of 1,,,2 of 3,0 of 1,1 of 1,,,8 of 22,13 of 25,11 of 29,,,0 of 0,0 of 0,3 of 3,,,12 of 13,15 of 24,3 of 3,,,Lightweight,L,http://ufcstats.com/fighter-details/48a9a128784d53d1,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,72.0,74.0,-2.0,2.0,False,False,True,http://ufcstats.com/fighter-details/48a9a128784d53d1|http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1
L,Joaquim Silva,Drakkar Klose,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Rafael Ferreira 28 - 29. Ben Cartlidge 28 - 29. David Lethaby 28 - 29.,Netto BJJ,--,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,1.0,,,20 of 30,15 of 20,24 of 43,,,25 of 35,79 of 86,39 of 58,,,0 of 0,0 of 1,0 of 0,,,0,0.0,1.0,,,0,0.0,0.0,,,0:01,0:13,0:41,,,0,0.0,0.0,,,29 of 54,17 of 23,24 of 46,,,35 of 60,35 of 43,26 of 48,,,0 of 0,0 of 4,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:20,3:58,1:15,,,6 of 14,3 of 6,16 of 33,,,7 of 9,10 of 12,4 of 6,,,7 of 7,2 of 2,4 of 4,,,15 of 23,6 of 11,12 of 29,,,5 of 7,9 of 9,8 of 10,,,0 of 0,0 of 0,4 of 4,,,18 of 36,5 of 9,17 of 37,,,8 of 12,11 of 13,3 of 5,,,3 of 6,1 of 1,4 of 4,,,19 of 41,4 of 8,21 of 42,,,10 of 13,13 of 15,3 of 4,,,0 of 0,0 of 0,0 of 0,,,Lightweight,L,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,69.0,70.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/7cbf7c78d3b34218|http://ufcstats.com/fighter-details/ae7fe94f117f98cf
W,Dione Barbosa,Ernesta Kareckaite,http://ufcstats.com/fighter-details/27b388f0aab49780,http://ufcstats.com/fighter-details/e4faa79383c9f214,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,Fabio Alves 28 - 29. Sal D'amato 28 - 29. Dave Tirelli 28 - 29.,The Witch,Heavy-Handed,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,0.0,,,11 of 17,8 of 17,20 of 37,,,34 of 43,26 of 37,27 of 44,,,1 of 2,1 of 3,0 of 6,,,1,0.0,0.0,,,0,1.0,0.0,,,2:47,0:57,0:07,,,0,0.0,0.0,,,5 of 23,14 of 44,34 of 89,,,7 of 25,49 of 93,44 of 102,,,0 of 0,1 of 1,0 of 0,,,0,0.0,0.0,,,1,2.0,0.0,,,0:17,2:02,1:06,,,6 of 9,5 of 13,10 of 27,,,2 of 4,2 of 3,10 of 10,,,3 of 4,1 of 1,0 of 0,,,7 of 13,7 of 16,19 of 36,,,0 of 0,1 of 1,1 of 1,,,4 of 4,0 of 0,0 of 0,,,4 of 21,8 of 30,27 of 76,,,0 of 1,2 of 2,6 of 12,,,1 of 1,4 of 12,1 of 1,,,4 of 22,8 of 25,32 of 85,,,0 of 0,0 of 0,1 of 1,,,1 of 1,6 of 19,1 of 3,,,Women's Flyweight,W,http://ufcstats.com/fighter-details/27b388f0aab49780,http://ufcstats.com/fighter-details/e4faa79383c9f214,66.0,71.0,-5.0,5.0,False,True,False,http://ufcstats.com/fighter-details/27b388f0aab49780|http://ufcstats.com/fighter-details/e4faa79383c9f214
L,Paul Craig,Caio Borralho,http://ufcstats.com/fighter-details/eabf206b162b3b83,http://ufcstats.com/fighter-details/4126a78111c0855a,Middleweight Bout,KO/TKO,2,2:10,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,Bearjew,The Natural,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,,,,15 of 29,7 of 19,,,,15 of 31,7 of 19,,,,0 of 5,0 of 1,,,,0,0.0,,,,0,0.0,,,,0:30,0:00,,,,0,1.0,,,,20 of 30,16 of 20,,,,27 of 37,16 of 20,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:10,0:09,,,,3 of 9,1 of 10,,,,8 of 16,4 of 7,,,,4 of 4,2 of 2,,,,15 of 29,7 of 19,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,14 of 22,15 of 19,,,,2 of 4,1 of 1,,,,4 of 4,0 of 0,,,,19 of 29,16 of 20,,,,1 of 1,0 of 0,,,,0 of 0,0 of 0,,,,Middleweight,L,http://ufcstats.com/fighter-details/eabf206b162b3b83,http://ufcstats.com/fighter-details/4126a78111c0855a,76.0,75.0,1.0,1.0,True,False,False,http://ufcstats.com/fighter-details/4126a78111c0855a|http://ufcstats.com/fighter-details/eabf206b162b3b83
L,Jack Shore,Joanderson Brito,http://ufcstats.com/fighter-details/b8a85389d115e35a,http://ufcstats.com/fighter-details/791c8437b341fba5,Featherweight Bout,TKO - Doctor's Stoppage,2,3:35,3 Rnd (5-5-5),Joao Claudio Soares,Leg cut,Tank,Tubarao,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,,,,9 of 17,15 of 23,,,,13 of 21,18 of 26,,,,0 of 2,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:48,0:00,,,,0,0.0,,,,15 of 31,15 of 25,,,,29 of 45,28 of 41,,,,0 of 0,1 of 1,,,,0,0.0,,,,0,0.0,,,,2:31,2:38,,,,5 of 13,11 of 19,,,,3 of 3,4 of 4,,,,1 of 1,0 of 0,,,,5 of 13,5 of 12,,,,4 of 4,10 of 11,,,,0 of 0,0 of 0,,,,1 of 16,3 of 13,,,,2 of 2,2 of 2,,,,12 of 13,10 of 10,,,,11 of 27,9 of 19,,,,4 of 4,6 of 6,,,,0 of 0,0 of 0,,,,Featherweight,L,http://ufcstats.com/fighter-details/b8a85389d115e35a,http://ufcstats.com/fighter-details/791c8437b341fba5,71.0,72.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/791c8437b341fba5|http://ufcstats.com/fighter-details/b8a85389d115e35a
W,Anthony Smith,Vitor Petrino,http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fighter-details/71171fc96445bf65,Light Heavyweight Bout,Submission,1,2:00,3 Rnd (5-5-5),Osiris Maia,Guillotine Choke In Clinch,Lionheart,--,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,,,,,11 of 20,,,,,11 of 20,,,,,0 of 0,,,,,1,,,,,0,,,,,0:00,,,,,0,,,,,10 of 22,,,,,10 of 22,,,,,1 of 2,,,,,0,,,,,0,,,,,0:14,,,,,7 of 15,,,,,0 of 0,,,,,4 of 5,,,,,11 of 20,,,,,0 of 0,,,,,0 of 0,,,,,4 of 14,,,,,4 of 6,,,,,2 of 2,,,,,10 of 22,,,,,0 of 0,,,,,0 of 0,,,,,Light Heavyweight,W,http://ufcstats.com/fighter-details/d4c9dcd330403612,http://ufcstats.com/fighter-details/71171fc96445bf65,76.0,77.0,-1.0,1.0,False,True,False,http://ufcstats.com/fighter-details/71171fc96445bf65|http://ufcstats.com/fighter-details/d4c9dcd330403612
W,Michel Pereira,Ihor Potieria,http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fighter-details/260bd4cef10b033f,Middleweight Bout,Submission,1,0:54,3 Rnd (5-5-5),Fernando Portella,Guillotine Choke Standing,Demolidor,Duelist,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,,,,,6 of 10,,,,,6 of 10,,,,,0 of 0,,,,,1,,,,,0,,,,,0:09,,,,,0,,,,,2 of 3,,,,,2 of 3,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,4 of 7,,,,,2 of 3,,,,,0 of 0,,,,,2 of 6,,,,,0 of 0,,,,,4 of 4,,,,,0 of 0,,,,,1 of 2,,,,,1 of 1,,,,,2 of 3,,,,,0 of 0,,,,,0 of 0,,,,,Middleweight,W,http://ufcstats.com/fighter-details/595db60957de51d3,http://ufcstats.com/fighter-details/260bd4cef10b033f,73.0,75.0,-2.0,2.0,False,True,False,http://ufcstats.com/fighter-details/260bd4cef10b033f|http://ufcstats.com/fighter-details/595db60957de51d3
L,Karolina Kowalkiewicz,Iasmin Lucindo,http://ufcstats.com/fighter-details/d7c3816669784109,http://ufcstats.com/fighter-details/abcf2cc6efc42031,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,Fabio Alves 27 - 30. Sal D'amato 27 - 30. Dave Tirelli 27 - 30.,--,--,2024-05-04,"Rio de Janeiro, Rio de Janeiro, Brazil",http://ufcstats.com/event-details/981ab7a0576f76a0,0,0.0,0.0,,,7 of 18,26 of 61,9 of 32,,,8 of 19,26 of 61,13 of 39,,,0 of 2,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,25 of 36,38 of 72,20 of 28,,,31 of 42,38 of 72,22 of 30,,,1 of 3,0 of 0,1 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,2:48,0:00,3:08,,,4 of 13,9 of 38,4 of 22,,,1 of 1,11 of 13,3 of 8,,,2 of 4,6 of 10,2 of 2,,,5 of 16,26 of 61,9 of 31,,,2 of 2,0 of 0,0 of 1,,,0 of 0,0 of 0,0 of 0,,,18 of 28,23 of 53,12 of 19,,,6 of 7,13 of 16,4 of 5,,,1 of 1,2 of 3,4 of 4,,,9 of 17,37 of 71,11 of 17,,,9 of 12,1 of 1,3 of 5,,,7 of 7,0 of 0,6 of 6,,,Women's Strawweight,L,http://ufcstats.com/fighter-details/d7c3816669784109,http://ufcstats.com/fighter-details/abcf2cc6efc42031,64.0,66.0,-2.0,2.0,False,False,True,http://ufcstats.com/fighter-details/abcf2cc6efc42031|http://ufcstats.com/fighter-details/d7c3816669784109
L,Angel Pacheco,Caolan Loughran,http://ufcstats.com/fighter-details/07797f10b9569cfc,http://ufcstats.com/fighter-details/42ac4020cba261ad,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Vitor Ribeiro,Adrian Castro 27 - 30. Eric Colon 27 - 30. Dave Tirelli 27 - 30.,--,The Don,2024-03-30,"Atlantic City, New Jersey, USA",http://ufcstats.com/event-details/dba230fe33011201,0,0.0,0.0,,,46 of 129,17 of 38,25 of 67,,,46 of 129,21 of 42,28 of 70,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:09,0:00,,,0,0.0,0.0,,,35 of 89,51 of 89,54 of 90,,,35 of 89,59 of 107,54 of 90,,,0 of 0,1 of 1,2 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,3:19,1:23,,,18 of 97,9 of 27,17 of 56,,,19 of 20,7 of 10,6 of 8,,,9 of 12,1 of 1,2 of 3,,,46 of 129,15 of 36,19 of 61,,,0 of 0,2 of 2,6 of 6,,,0 of 0,0 of 0,0 of 0,,,29 of 76,47 of 83,36 of 67,,,5 of 11,2 of 4,11 of 15,,,1 of 2,2 of 2,7 of 8,,,35 of 89,16 of 37,46 of 82,,,0 of 0,1 of 2,8 of 8,,,0 of 0,34 of 50,0 of 0,,,Bantamweight,L,http://ufcstats.com/fighter-details/07797f10b9569cfc,http://ufcstats.com/fighter-details/42ac4020cba261ad,70.0,68.0,2.0,2.0,True,False,False,http://ufcstats.com/fighter-details/07797f10b9569cfc|http://ufcstats.com/fighter-details/42ac4020cba261ad
L,James Llontop,Chris Padilla,http://ufcstats.com/fighter-details/93b2b7caa457cbea,http://ufcstats.com/fighter-details/06626b6287e1ae1e,Lightweight Bout,Submission,1,4:33,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,Goku,Taco,2024-04-27,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/a16ce18149021139,0,,,,,19 of 40,,,,,19 of 40,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,0,,,,,12 of 26,,,,,14 of 29,,,,,3 of 3,,,,,1,,,,,0,,,,,1:20,,,,,7 of 25,,,,,2 of 4,,,,,10 of 11,,,,,19 of 40,,,,,0 of 0,,,,,0 of 0,,,,,6 of 18,,,,,1 of 3,,,,,5 of 5,,,,,9 of 23,,,,,2 of 2,,,,,1 of 1,,,,,Lightweight,L,http://ufcstats.com/fighter-details/93b2b7caa457cbea,http://ufcstats.com/fighter-details/06626b6287e1ae1e,73.0,74.0,-1.0,1.0,False,False,True,http://ufcstats.com/fighter-details/06626b6287e1ae1e|http://ufcstats.com/fighter-details/93b2b7caa457cbea
W,Ivana Petrovic,Liang Na,http://ufcstats.com/fighter-details/38c5817ade8a8014,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Women's Flyweight Bout,Submission,3,1:29,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Mount,--,The Dragon Girl,2024-04-27,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/a16ce18149021139,0,0.0,0.0,,,4 of 10,31 of 60,1 of 3,,,29 of 38,67 of 105,5 of 7,,,1 of 1,1 of 2,1 of 1,,,0,0.0,1.0,,,1,0.0,0.0,,,0:58,3:25,1:14,,,0,0.0,0.0,,,11 of 21,12 of 28,1 of 3,,,28 of 49,18 of 35,3 of 5,,,1 of 2,0 of 0,0 of 0,,,0,0.0,0.0,,,1,0.0,0.0,,,2:15,0:36,0:00,,,3 of 9,24 of 51,1 of 3,,,1 of 1,7 of 9,0 of 0,,,0 of 0,0 of 0,0 of 0,,,2 of 8,5 of 22,1 of 3,,,1 of 1,1 of 3,0 of 0,,,1 of 1,25 of 35,0 of 0,,,4 of 13,4 of 19,0 of 2,,,5 of 6,5 of 5,0 of 0,,,2 of 2,3 of 4,1 of 1,,,10 of 18,12 of 27,1 of 3,,,1 of 3,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Women's Flyweight,W,http://ufcstats.com/fighter-details/38c5817ade8a8014,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,70.0,67.0,3.0,3.0,True,True,True,http://ufcstats.com/fighter-details/38c5817ade8a8014|http://ufcstats.com/fighter-details/ec0dcceace7d25a3
