result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,division,result_norm,h1,h2,height_diff,height_gap,taller_is_p1,p1_won,taller_won,shorter_won,pair_key,market_prob,favorite_decimal_odds,market_fav_won,market_fav_taller,american_odds
W,Stipe Miocic,Mark Hunt,http://ufcstats.com/fighter-details/d28dee5c705991df,http://ufcstats.com/fighter-details/eef9b891edbd4604,Heavyweight Bout,KO/TKO,5,2:47,5 Rnd (5-5-5-5-5),John Sharp,Punches to Head On Ground,--,Super Samoan,2015-05-09,"Adelaide, South Australia, Australia",http://ufcstats.com/event-details/8a1b4330c7957961,0,0.0,0.0,0.0,0.0,16 of 39,33 of 63,34 of 41,24 of 31,6 of 6,48 of 76,56 of 91,125 of 149,62 of 75,70 of 73,1 of 2,1 of 2,2 of 2,1 of 1,1 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2:08,2:35,4:39,4:27,2:40,0,0.0,0.0,0.0,0.0,15 of 42,14 of 38,3 of 7,1 of 7,0 of 2,17 of 44,16 of 40,6 of 10,7 of 13,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:00,0:00,0:00,0:00,15 of 38,31 of 61,33 of 40,20 of 27,6 of 6,0 of 0,2 of 2,1 of 1,4 of 4,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,13 of 35,29 of 52,0 of 1,5 of 6,1 of 1,0 of 0,4 of 11,2 of 2,2 of 5,0 of 0,3 of 4,0 of 0,32 of 38,17 of 20,5 of 5,12 of 36,13 of 37,3 of 7,1 of 7,0 of 2,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,3 of 4,1 of 1,0 of 0,0 of 0,0 of 0,15 of 42,11 of 34,3 of 7,1 of 5,0 of 2,0 of 0,3 of 4,0 of 0,0 of 2,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,Heavyweight,W,76.0,70.0,6.0,6.0,True,True,True,False,http://ufcstats.com/fighter-details/d28dee5c705991df|http://ufcstats.com/fighter-details/eef9b891edbd4604,0.6742037442256261,1.425531914893617,True,True,-235.00000000000003
W,Godofredo Pepey,Andre Fili,http://ufcstats.com/fighter-details/fa37628269132d1a,http://ufcstats.com/fighter-details/8fd808923cffff82,Featherweight Bout,Submission,1,3:14,3 Rnd (5-5-5),Eduardo Herdy,Flying Triangle,--,Touchy,2015-03-21,"Rio de Janeiro, Brazil",http://ufcstats.com/event-details/fa534853eb195270,0,,,,,1 of 4,,,,,5 of 8,,,,,0 of 2,,,,,1,,,,,0,,,,,0:11,,,,,0,,,,,1 of 6,,,,,3 of 9,,,,,0 of 0,,,,,0,,,,,0,,,,,2:10,,,,,0 of 3,,,,,0 of 0,,,,,1 of 1,,,,,1 of 4,,,,,0 of 0,,,,,0 of 0,,,,,0 of 4,,,,,1 of 2,,,,,0 of 0,,,,,0 of 4,,,,,1 of 2,,,,,0 of 0,,,,,Featherweight,W,67.0,71.0,-4.0,4.0,False,True,False,True,http://ufcstats.com/fighter-details/8fd808923cffff82|http://ufcstats.com/fighter-details/fa37628269132d1a,0.7362296353762607,1.3076923076923077,False,True,-325.0
W,Neil Magny,Kiichi Kunimoto,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,Welterweight Bout,Submission,3,1:22,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,The Haitian Sensation,Strasser,2015-02-14,"Broomfield, Colorado, USA",http://ufcstats.com/event-details/f9c7fe2682af3802,0,0.0,0.0,,,24 of 45,39 of 50,13 of 17,,,43 of 64,67 of 81,32 of 36,,,0 of 1,2 of 2,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,2:00,2:19,1:09,,,0,0.0,0.0,,,6 of 14,2 of 11,2 of 3,,,12 of 20,6 of 17,2 of 3,,,0 of 2,1 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:16,1:56,0:00,,,11 of 28,28 of 36,13 of 17,,,12 of 15,10 of 13,0 of 0,,,1 of 2,1 of 1,0 of 0,,,11 of 26,10 of 16,9 of 13,,,13 of 19,14 of 17,0 of 0,,,0 of 0,15 of 17,4 of 4,,,2 of 9,1 of 10,2 of 3,,,1 of 2,0 of 0,0 of 0,,,3 of 3,1 of 1,0 of 0,,,5 of 11,2 of 9,2 of 3,,,1 of 3,0 of 2,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,75.0,70.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/71df36d6d8cf0d74|http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,0.8690378215908685,1.1226993865030674,True,True,-815.0000000000002
W,Scott Askham,Antonio Dos Santos,http://ufcstats.com/fighter-details/06827d70c53ff0d9,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,Middleweight Bout,KO/TKO,1,2:52,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,--,Junior Alpha,2015-06-20,"Berlin, Berlin, Germany",http://ufcstats.com/event-details/194fc025f9355db6,2,,,,,11 of 16,,,,,12 of 17,,,,,0 of 1,,,,,0,,,,,0,,,,,0:05,,,,,0,,,,,11 of 21,,,,,13 of 24,,,,,0 of 1,,,,,0,,,,,0,,,,,1:16,,,,,7 of 11,,,,,2 of 3,,,,,2 of 2,,,,,7 of 8,,,,,3 of 7,,,,,1 of 1,,,,,9 of 18,,,,,0 of 1,,,,,2 of 2,,,,,6 of 12,,,,,5 of 9,,,,,0 of 0,,,,,Middleweight,W,75.0,70.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/06827d70c53ff0d9|http://ufcstats.com/fighter-details/81b8b3fb019dc69d,0.6742037442256261,1.425531914893617,True,True,-235.00000000000003
W,Dong Hyun Kim,Joshua Burkman,http://ufcstats.com/fighter-details/9bcf8603ceb25680,http://ufcstats.com/fighter-details/6da99156486ed6c2,Welterweight Bout,Submission,3,2:13,3 Rnd (5-5-5),Jason Herzog,Arm Triangle From Side Control,Stun Gun,The People's Warrior,2015-05-23,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4f7e290e71d60f87,0,0.0,0.0,,,9 of 14,20 of 26,1 of 4,,,29 of 41,105 of 120,1 of 4,,,0 of 7,0 of 0,1 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,3:02,3:30,1:12,,,0,0.0,0.0,,,7 of 16,5 of 12,8 of 16,,,8 of 18,5 of 12,8 of 16,,,0 of 1,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:46,0:32,0:00,,,5 of 7,20 of 26,1 of 4,,,3 of 6,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,2 of 4,1 of 5,1 of 4,,,7 of 10,0 of 1,0 of 0,,,0 of 0,19 of 20,0 of 0,,,0 of 6,3 of 9,6 of 14,,,1 of 3,1 of 2,2 of 2,,,6 of 7,1 of 1,0 of 0,,,4 of 11,4 of 8,3 of 7,,,3 of 5,1 of 4,5 of 9,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,74.0,70.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/6da99156486ed6c2|http://ufcstats.com/fighter-details/9bcf8603ceb25680,0.6507042253521126,1.4761904761904765,True,True,-209.99999999999986
W,Carlos Condit,Thiago Alves,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,Welterweight Bout,TKO - Doctor's Stoppage,2,5:00,5 Rnd (5-5-5-5-5),Mario Yamasaki,Stoppage Between Rounds,The Natural Born Killer,Pitbull,2015-05-30,"Goiania, Goias, Brazil",http://ufcstats.com/event-details/aae0897825336b1a,0,1.0,,,,24 of 82,51 of 80,,,,24 of 82,83 of 118,,,,0 of 0,2 of 3,,,,0,0.0,,,,0,0.0,,,,0:00,2:33,,,,0,0.0,,,,23 of 39,11 of 30,,,,23 of 39,12 of 31,,,,0 of 0,0 of 0,,,,0,1.0,,,,0,0.0,,,,0:00,0:05,,,,9 of 59,41 of 69,,,,5 of 8,9 of 10,,,,10 of 15,1 of 1,,,,24 of 81,25 of 47,,,,0 of 1,4 of 7,,,,0 of 0,22 of 26,,,,6 of 19,5 of 24,,,,5 of 5,1 of 1,,,,12 of 15,5 of 5,,,,22 of 38,11 of 28,,,,1 of 1,0 of 2,,,,0 of 0,0 of 0,,,,Welterweight,W,74.0,69.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f|http://ufcstats.com/fighter-details/f9f07bb5a43535ed,0.7520661157024794,1.2857142857142856,True,True,-350.00000000000017
W,Donald Cerrone,John Makdessi,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/c21a036b4e012f1c,Lightweight Bout,KO/TKO,2,4:44,3 Rnd (5-5-5),Jason Herzog,Kick to Head At Distance,Cowboy,The Bull,2015-05-23,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4f7e290e71d60f87,0,0.0,,,,31 of 78,40 of 93,,,,31 of 78,40 of 93,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,0,0.0,,,,32 of 59,40 of 70,,,,32 of 59,40 of 70,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,16 of 60,27 of 80,,,,4 of 7,1 of 1,,,,11 of 11,12 of 12,,,,31 of 78,38 of 90,,,,0 of 0,2 of 3,,,,0 of 0,0 of 0,,,,8 of 26,17 of 39,,,,19 of 28,15 of 23,,,,5 of 5,8 of 8,,,,32 of 59,38 of 67,,,,0 of 0,2 of 3,,,,0 of 0,0 of 0,,,,Lightweight,W,73.0,68.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/1d00756835ca67c9|http://ufcstats.com/fighter-details/c21a036b4e012f1c,0.84,1.1428571428571428,True,True,-700.0000000000003
W,Scott Askham,Chris Dempsey,http://ufcstats.com/fighter-details/06827d70c53ff0d9,http://ufcstats.com/fighter-details/dfae5da5676e4194,Middleweight Bout,KO/TKO,1,4:45,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,--,--,2016-02-27,"London, England, United Kingdom",http://ufcstats.com/event-details/39c568f8c579913e,1,,,,,7 of 9,,,,,13 of 15,,,,,1 of 2,,,,,0,,,,,1,,,,,0:43,,,,,0,,,,,6 of 10,,,,,20 of 24,,,,,1 of 4,,,,,0,,,,,0,,,,,3:19,,,,,6 of 6,,,,,1 of 3,,,,,0 of 0,,,,,3 of 4,,,,,1 of 2,,,,,3 of 3,,,,,2 of 5,,,,,2 of 3,,,,,2 of 2,,,,,0 of 0,,,,,5 of 9,,,,,1 of 1,,,,,Middleweight,W,75.0,70.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/06827d70c53ff0d9|http://ufcstats.com/fighter-details/dfae5da5676e4194,0.7578947368421054,1.2777777777777777,True,True,-360.0000000000001
W,Tom Breese,Keita Nakamura,http://ufcstats.com/fighter-details/1588b787bda7b540,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 27 - 30. Andy Roberts 27 - 30. Paul Sutherland 28 - 29.,--,K-Taro,2016-02-27,"London, England, United Kingdom",http://ufcstats.com/event-details/39c568f8c579913e,0,0.0,0.0,,,15 of 25,12 of 20,5 of 14,,,25 of 35,37 of 46,26 of 40,,,0 of 0,0 of 0,0 of 0,,,0,0.0,1.0,,,0,1.0,0.0,,,1:20,3:26,1:40,,,0,0.0,0.0,,,6 of 12,0 of 2,0 of 2,,,9 of 16,1 of 3,6 of 8,,,1 of 3,1 of 1,1 of 2,,,0,1.0,0.0,,,0,1.0,0.0,,,0:49,1:14,1:56,,,10 of 18,11 of 19,5 of 13,,,3 of 5,1 of 1,0 of 1,,,2 of 2,0 of 0,0 of 0,,,10 of 18,1 of 2,2 of 11,,,5 of 7,1 of 1,3 of 3,,,0 of 0,10 of 17,0 of 0,,,4 of 6,0 of 1,0 of 2,,,2 of 4,0 of 1,0 of 0,,,0 of 2,0 of 0,0 of 0,,,6 of 12,0 of 1,0 of 2,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,75.0,71.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/1588b787bda7b540|http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,0.8867248712782628,1.0858369098712446,True,True,-1165.0000000000007
W,Ryan LaFlare,Mike Pierce,http://ufcstats.com/fighter-details/4c7781da8c6cae93,http://ufcstats.com/fighter-details/236a37d96d476164,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Lester Griffin 27 - 30. Junichiro Kamijo 28 - 29. Marcos Rosales 28 - 29.,--,--,2015-12-11,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/20fbff570c678e1c,0,0.0,0.0,,,15 of 45,25 of 81,25 of 63,,,20 of 50,27 of 83,31 of 69,,,0 of 1,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,5 of 25,14 of 40,23 of 62,,,5 of 26,15 of 41,24 of 63,,,0 of 2,0 of 1,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:53,0:29,1:07,,,9 of 34,10 of 61,18 of 51,,,5 of 10,11 of 16,7 of 12,,,1 of 1,4 of 4,0 of 0,,,15 of 45,23 of 78,19 of 53,,,0 of 0,2 of 3,6 of 10,,,0 of 0,0 of 0,0 of 0,,,2 of 21,7 of 31,21 of 57,,,0 of 1,5 of 7,2 of 5,,,3 of 3,2 of 2,0 of 0,,,5 of 25,13 of 37,15 of 45,,,0 of 0,1 of 3,8 of 17,,,0 of 0,0 of 0,0 of 0,,,Welterweight,W,73.0,68.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/236a37d96d476164|http://ufcstats.com/fighter-details/4c7781da8c6cae93,0.6581196581196581,1.4545454545454546,True,True,-219.99999999999997
W,Tim Means,John Howard,http://ufcstats.com/fighter-details/4b47e71384a9522f,http://ufcstats.com/fighter-details/fc31f896cde2bc2e,Welterweight Bout,KO/TKO,2,0:21,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,The Dirty Bird,Doomsday,2015-12-10,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/dd39f1ca787a3d9d,0,1.0,,,,34 of 67,3 of 3,,,,40 of 73,3 of 3,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:03,0:01,,,,0,0.0,,,,20 of 52,0 of 2,,,,22 of 54,0 of 2,,,,3 of 3,0 of 0,,,,0,0.0,,,,0,0.0,,,,1:00,0:00,,,,20 of 47,2 of 2,,,,11 of 17,0 of 0,,,,3 of 3,1 of 1,,,,33 of 65,2 of 2,,,,1 of 2,0 of 0,,,,0 of 0,1 of 1,,,,10 of 37,0 of 2,,,,3 of 6,0 of 0,,,,7 of 9,0 of 0,,,,16 of 45,0 of 2,,,,4 of 7,0 of 0,,,,0 of 0,0 of 0,,,,Welterweight,W,74.0,67.0,7.0,7.0,True,True,True,False,http://ufcstats.com/fighter-details/4b47e71384a9522f|http://ufcstats.com/fighter-details/fc31f896cde2bc2e,0.7756269247690277,1.2439024390243902,True,True,-410.0
W,Daniel Kelly,Steve Montgomery,http://ufcstats.com/fighter-details/bdcbb976816fd256,http://ufcstats.com/fighter-details/6e92eb1242b46636,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mark Collett 28 - 29. Anthony Dimitriou 28 - 29. Charlie Keech 28 - 29.,--,The Creepy Weasel,2015-11-14,"Melbourne, Victoria, Australia",http://ufcstats.com/event-details/8d04923f2db59b7f,0,0.0,0.0,,,25 of 43,12 of 29,26 of 49,,,55 of 74,19 of 36,41 of 66,,,3 of 3,1 of 6,1 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,3:32,1:57,2:24,,,0,0.0,0.0,,,7 of 34,42 of 89,28 of 68,,,8 of 35,47 of 94,34 of 75,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:02,0:00,,,24 of 42,9 of 26,23 of 46,,,1 of 1,2 of 2,2 of 2,,,0 of 0,1 of 1,1 of 1,,,7 of 18,10 of 26,13 of 33,,,3 of 4,2 of 3,5 of 5,,,15 of 21,0 of 0,8 of 11,,,3 of 29,28 of 73,19 of 57,,,4 of 5,12 of 14,8 of 9,,,0 of 0,2 of 2,1 of 2,,,4 of 30,24 of 68,22 of 62,,,2 of 3,17 of 19,6 of 6,,,1 of 1,1 of 2,0 of 0,,,Middleweight,W,72.0,76.0,-4.0,4.0,False,True,False,True,http://ufcstats.com/fighter-details/6e92eb1242b46636|http://ufcstats.com/fighter-details/bdcbb976816fd256,0.7065820777160983,1.3703703703703702,False,True,-270.0000000000001
W,Francis Ngannou,Bojan Mihajlovic,http://ufcstats.com/fighter-details/8d03ce87ca14e778,http://ufcstats.com/fighter-details/d6285cba1d1052e0,Heavyweight Bout,KO/TKO,1,1:34,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,The Predator,--,2016-07-23,"Chicago, Illinois, USA",http://ufcstats.com/event-details/8a028648f3f0761d,0,,,,,8 of 20,,,,,9 of 21,,,,,0 of 0,,,,,0,,,,,0,,,,,0:06,,,,,0,,,,,3 of 6,,,,,3 of 6,,,,,0 of 1,,,,,0,,,,,0,,,,,0:00,,,,,5 of 17,,,,,3 of 3,,,,,0 of 0,,,,,3 of 6,,,,,0 of 1,,,,,5 of 13,,,,,0 of 1,,,,,1 of 1,,,,,2 of 4,,,,,3 of 6,,,,,0 of 0,,,,,0 of 0,,,,,Heavyweight,W,76.0,71.0,5.0,5.0,True,True,True,False,http://ufcstats.com/fighter-details/8d03ce87ca14e778|http://ufcstats.com/fighter-details/d6285cba1d1052e0,0.8250000000000001,1.1666666666666667,True,True,-599.9999999999998
W,Magnus Cedenblad,Garreth McLellan,http://ufcstats.com/fighter-details/0e21976afc92e4d1,http://ufcstats.com/fighter-details/f215cfbd4ba3c270,Middleweight Bout,KO/TKO,2,0:47,3 Rnd (5-5-5),Lukasz Bosacki,Kick to Head At Distance,Jycken,Soldier Boy,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec,1,0.0,,,,11 of 26,10 of 18,,,,11 of 26,10 of 18,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:01,0:00,,,,0,0.0,,,,11 of 28,1 of 5,,,,11 of 28,1 of 5,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,7 of 20,9 of 16,,,,4 of 6,1 of 2,,,,0 of 0,0 of 0,,,,11 of 26,5 of 9,,,,0 of 0,5 of 9,,,,0 of 0,0 of 0,,,,2 of 14,0 of 3,,,,1 of 3,0 of 1,,,,8 of 11,1 of 1,,,,11 of 28,1 of 5,,,,0 of 0,0 of 0,,,,0 of 0,0 of 0,,,,Middleweight,W,77.0,73.0,4.0,4.0,True,True,True,False,http://ufcstats.com/fighter-details/0e21976afc92e4d1|http://ufcstats.com/fighter-details/f215cfbd4ba3c270,0.6888888888888889,1.4,True,True,-250.00000000000006
L,Antonio Silva,Stefan Struve,http://ufcstats.com/fighter-details/8349d55cdecd393a,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Heavyweight Bout,KO/TKO,1,0:16,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,Bigfoot,Skyscraper,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec,0,,,,,0 of 1,,,,,0 of 1,,,,,0 of 0,,,,,0,,,,,0,,,,,0:01,,,,,1,,,,,13 of 16,,,,,15 of 18,,,,,0 of 0,,,,,0,,,,,0,,,,,0:08,,,,,0 of 0,,,,,0 of 1,,,,,0 of 0,,,,,0 of 1,,,,,0 of 0,,,,,0 of 0,,,,,12 of 15,,,,,1 of 1,,,,,0 of 0,,,,,1 of 1,,,,,1 of 3,,,,,11 of 12,,,,,Heavyweight,L,76.0,83.0,-7.0,7.0,False,False,True,False,http://ufcstats.com/fighter-details/8349d55cdecd393a|http://ufcstats.com/fighter-details/ebc1f40e00e0c481,0.6636481241914618,1.4444444444444444,True,True,-225.0
W,Germaine de Randamie,Anna Elmose,http://ufcstats.com/fighter-details/1d239d571e342453,http://ufcstats.com/fighter-details/1536a25e16fc299b,Women's Bantamweight Bout,KO/TKO,1,3:46,3 Rnd (5-5-5),Rich Mitchell,Knee to Body In Clinch,The Iron Lady,Panda,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",http://ufcstats.com/event-details/a314687f372b2cec,1,,,,,18 of 29,,,,,23 of 34,,,,,0 of 0,,,,,0,,,,,0,,,,,0:34,,,,,0,,,,,6 of 10,,,,,32 of 43,,,,,0 of 5,,,,,0,,,,,0,,,,,1:54,,,,,9 of 19,,,,,9 of 10,,,,,0 of 0,,,,,7 of 16,,,,,11 of 13,,,,,0 of 0,,,,,2 of 3,,,,,2 of 5,,,,,2 of 2,,,,,2 of 4,,,,,4 of 6,,,,,0 of 0,,,,,Women's Bantamweight,W,69.0,63.0,6.0,6.0,True,True,True,False,http://ufcstats.com/fighter-details/1536a25e16fc299b|http://ufcstats.com/fighter-details/1d239d571e342453,0.7727272727272727,1.25,True,True,-400.0
L,Brendan O'Reilly,Alan Jouban,http://ufcstats.com/fighter-details/494b0bfdbac74502,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,Welterweight Bout,KO/TKO,1,2:15,3 Rnd (5-5-5),John Sharp,Elbow to Head In Clinch,Badger,Brahma,2016-03-19,"Brisbane, Queensland, Australia",http://ufcstats.com/event-details/e60201cfab7d656d,0,,,,,8 of 17,,,,,12 of 21,,,,,1 of 1,,,,,0,,,,,0,,,,,0:46,,,,,1,,,,,32 of 40,,,,,37 of 45,,,,,0 of 0,,,,,0,,,,,0,,,,,0:34,,,,,3 of 12,,,,,4 of 4,,,,,1 of 1,,,,,3 of 9,,,,,5 of 7,,,,,0 of 1,,,,,22 of 30,,,,,9 of 9,,,,,1 of 1,,,,,11 of 15,,,,,16 of 19,,,,,5 of 6,,,,,Welterweight,L,67.0,72.0,-5.0,5.0,False,False,True,False,http://ufcstats.com/fighter-details/494b0bfdbac74502|http://ufcstats.com/fighter-details/cf65d56b0755ed3b,0.8122418325197146,1.1904761904761905,True,True,-525.0
L,Magnus Cedenblad,Jack Marshman,http://ufcstats.com/fighter-details/0e21976afc92e4d1,http://ufcstats.com/fighter-details/045f25b3a4c08e81,Middleweight Bout,KO/TKO,2,3:40,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch,Jycken,The Hammer,2016-11-19,"Belfast, Northern Ireland, United Kingdom",http://ufcstats.com/event-details/6810d8d2dd557cf9,0,0.0,,,,13 of 27,23 of 56,,,,54 of 79,24 of 57,,,,2 of 2,1 of 1,,,,0,0.0,,,,0,0.0,,,,4:18,0:12,,,,1,1.0,,,,10 of 17,32 of 74,,,,18 of 33,32 of 74,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:01,0:12,,,,12 of 24,13 of 44,,,,1 of 3,5 of 6,,,,0 of 0,5 of 6,,,,2 of 9,23 of 56,,,,0 of 0,0 of 0,,,,11 of 18,0 of 0,,,,7 of 13,26 of 62,,,,3 of 4,4 of 7,,,,0 of 0,2 of 5,,,,4 of 7,28 of 67,,,,0 of 0,0 of 0,,,,6 of 10,4 of 7,,,,Middleweight,L,77.0,72.0,5.0,5.0,True,False,False,True,http://ufcstats.com/fighter-details/045f25b3a4c08e81|http://ufcstats.com/fighter-details/0e21976afc92e4d1,0.6888888888888889,1.4,False,True,-250.00000000000006
