result,player1,player2,player1_url,player2_url,weightclass,method,round,time,time_format,referee,details,player1_nickname,player2_nickname,event_date,event_location,event_url,p1_rd1_KD,p1_rd2_KD,p1_rd3_KD,p1_rd4_KD,p1_rd5_KD,p1_rd1_Sig_str,p1_rd2_Sig_str,p1_rd3_Sig_str,p1_rd4_Sig_str,p1_rd5_Sig_str,p1_rd1_Total_str,p1_rd2_Total_str,p1_rd3_Total_str,p1_rd4_Total_str,p1_rd5_Total_str,p1_rd1_Td,p1_rd2_Td,p1_rd3_Td,p1_rd4_Td,p1_rd5_Td,p1_rd1_Sub_att,p1_rd2_Sub_att,p1_rd3_Sub_att,p1_rd4_Sub_att,p1_rd5_Sub_att,p1_rd1_Rev,p1_rd2_Rev,p1_rd3_Rev,p1_rd4_Rev,p1_rd5_Rev,p1_rd1_Ctrl,p1_rd2_Ctrl,p1_rd3_Ctrl,p1_rd4_Ctrl,p1_rd5_Ctrl,p2_rd1_KD,p2_rd2_KD,p2_rd3_KD,p2_rd4_KD,p2_rd5_KD,p2_rd1_Sig_str,p2_rd2_Sig_str,p2_rd3_Sig_str,p2_rd4_Sig_str,p2_rd5_Sig_str,p2_rd1_Total_str,p2_rd2_Total_str,p2_rd3_Total_str,p2_rd4_Total_str,p2_rd5_Total_str,p2_rd1_Td,p2_rd2_Td,p2_rd3_Td,p2_rd4_Td,p2_rd5_Td,p2_rd1_Sub_att,p2_rd2_Sub_att,p2_rd3_Sub_att,p2_rd4_Sub_att,p2_rd5_Sub_att,p2_rd1_Rev,p2_rd2_Rev,p2_rd3_Rev,p2_rd4_Rev,p2_rd5_Rev,p2_rd1_Ctrl,p2_rd2_Ctrl,p2_rd3_Ctrl,p2_rd4_Ctrl,p2_rd5_Ctrl,p1_rd1_Head,p1_rd2_Head,p1_rd3_Head,p1_rd4_Head,p1_rd5_Head,p1_rd1_Body,p1_rd2_Body,p1_rd3_Body,p1_rd4_Body,p1_rd5_Body,p1_rd1_Leg,p1_rd2_Leg,p1_rd3_Leg,p1_rd4_Leg,p1_rd5_Leg,p1_rd1_Distance,p1_rd2_Distance,p1_rd3_Distance,p1_rd4_Distance,p1_rd5_Distance,p1_rd1_Clinch,p1_rd2_Clinch,p1_rd3_Clinch,p1_rd4_Clinch,p1_rd5_Clinch,p1_rd1_Ground,p1_rd2_Ground,p1_rd3_Ground,p1_rd4_Ground,p1_rd5_Ground,p2_rd1_Head,p2_rd2_Head,p2_rd3_Head,p2_rd4_Head,p2_rd5_Head,p2_rd1_Body,p2_rd2_Body,p2_rd3_Body,p2_rd4_Body,p2_rd5_Body,p2_rd1_Leg,p2_rd2_Leg,p2_rd3_Leg,p2_rd4_Leg,p2_rd5_Leg,p2_rd1_Distance,p2_rd2_Distance,p2_rd3_Distance,p2_rd4_Distance,p2_rd5_Distance,p2_rd1_Clinch,p2_rd2_Clinch,p2_rd3_Clinch,p2_rd4_Clinch,p2_rd5_Clinch,p2_rd1_Ground,p2_rd2_Ground,p2_rd3_Ground,p2_rd4_Ground,p2_rd5_Ground,result_norm,dob1,dob2,reach1,reach2,age1,age2,p1_won,pair_key,fav_prob,fav_is_p1,fav_won,fav_dec,fav_ml,age_adv,reach_adv,profit100
L,Randy Brown,Belal Muhammad,http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 27 - 30. Sal D'amato 27 - 30. Jeff Mullen 28 - 29.,Rudeboy,Remember the Name,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,0.0,0.0,,,26 of 80,19 of 44,7 of 21,,,26 of 80,23 of 48,16 of 30,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,1.0,,,0:00,0:07,0:19,,,0,0.0,0.0,,,39 of 84,28 of 51,4 of 17,,,39 of 84,55 of 82,41 of 70,,,0 of 0,1 of 3,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,2:07,3:46,,,16 of 60,14 of 36,6 of 17,,,4 of 7,2 of 2,1 of 3,,,6 of 13,3 of 6,0 of 1,,,26 of 80,18 of 43,4 of 15,,,0 of 0,1 of 1,0 of 0,,,0 of 0,0 of 0,3 of 6,,,6 of 47,16 of 37,1 of 14,,,4 of 6,1 of 1,0 of 0,,,29 of 31,11 of 13,3 of 3,,,39 of 84,18 of 35,3 of 11,,,0 of 0,0 of 0,0 of 0,,,0 of 0,10 of 16,1 of 6,,,L,1990-07-08,1988-07-09,78.0,72.0,26.59876657289335,28.594700780987974,False,http://ufcstats.com/fighter-details/b1b0729d27936f2f|http://ufcstats.com/fighter-details/c6aee362c7a7d482,0.5599461158509206,True,False,1.6896551724137931,-145.0,1.9959342080946243,6.0,-100.0
W,Jimi Manuwa,Corey Anderson,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e,http://ufcstats.com/fighter-details/5e4eec08896c9423,Light Heavyweight Bout,KO/TKO,1,3:05,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance,Poster Boy,Overtime,2017-03-18,"London, England, United Kingdom",http://ufcstats.com/event-details/c0231720fe516994,1,,,,,6 of 13,,,,,6 of 13,,,,,0 of 0,,,,,0,,,,,0,,,,,0:01,,,,,0,,,,,6 of 27,,,,,6 of 27,,,,,0 of 3,,,,,0,,,,,0,,,,,0:00,,,,,5 of 11,,,,,0 of 1,,,,,1 of 1,,,,,6 of 13,,,,,0 of 0,,,,,0 of 0,,,,,4 of 24,,,,,0 of 1,,,,,2 of 2,,,,,5 of 26,,,,,1 of 1,,,,,0 of 0,,,,,W,1980-02-18,1989-09-22,79.0,79.0,37.07947459564536,27.48584844315763,True,http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e|http://ufcstats.com/fighter-details/5e4eec08896c9423,0.5711159737417943,True,True,1.6896551724137931,-145.0,-9.59362615248773,0.0,68.96551724137932
W,Jacare Souza,Tim Boetsch,http://ufcstats.com/fighter-details/7a703c565ccaa18f,http://ufcstats.com/fighter-details/c80095f6092271a7,Middleweight Bout,Submission,1,3:41,3 Rnd (5-5-5),Dan Miragliotta,Kimura On Ground,--,The Barbarian,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,,,,,7 of 18,,,,,15 of 30,,,,,1 of 2,,,,,1,,,,,0,,,,,1:14,,,,,0,,,,,6 of 10,,,,,8 of 12,,,,,0 of 0,,,,,0,,,,,0,,,,,0:00,,,,,5 of 13,,,,,2 of 5,,,,,0 of 0,,,,,5 of 14,,,,,1 of 3,,,,,1 of 1,,,,,2 of 6,,,,,0 of 0,,,,,4 of 4,,,,,6 of 10,,,,,0 of 0,,,,,0 of 0,,,,,W,1979-12-07,1981-01-28,72.0,74.0,37.183515061910924,36.039069932989726,True,http://ufcstats.com/fighter-details/7a703c565ccaa18f|http://ufcstats.com/fighter-details/c80095f6092271a7,0.8250000000000001,True,True,1.1666666666666667,-599.9999999999998,-1.1444451289211983,-2.0,16.666666666666675
W,Anderson Silva,Derek Brunson,http://ufcstats.com/fighter-details/1f454354805b6f75,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 28 - 29. Derek Cleary 28 - 29. Eric Colon 27 - 30.,The Spider,The One,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,0.0,0.0,,,8 of 20,10 of 19,25 of 39,,,9 of 21,17 of 26,28 of 42,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,20 of 36,9 of 21,25 of 44,,,43 of 60,15 of 30,60 of 94,,,0 of 2,1 of 4,1 of 4,,,0,0.0,0.0,,,0,0.0,0.0,,,0:35,1:11,2:02,,,5 of 15,7 of 15,16 of 26,,,3 of 4,2 of 3,8 of 12,,,0 of 1,1 of 1,1 of 1,,,5 of 15,10 of 18,15 of 28,,,3 of 5,0 of 1,5 of 6,,,0 of 0,0 of 0,5 of 5,,,14 of 29,4 of 14,18 of 37,,,0 of 0,2 of 2,3 of 3,,,6 of 7,3 of 5,4 of 4,,,8 of 19,8 of 18,17 of 31,,,12 of 17,1 of 3,6 of 10,,,0 of 0,0 of 0,2 of 3,,,W,1975-04-14,1984-01-04,77.0,77.0,41.83248115977741,33.106771528505035,True,http://ufcstats.com/fighter-details/1f454354805b6f75|http://ufcstats.com/fighter-details/b1a3e0aca758b322,0.5217391304347826,False,False,1.8333333333333333,-120.00000000000001,8.725709631272373,0.0,-100.0
L,Holly Holm,Germaine de Randamie,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,http://ufcstats.com/fighter-details/1d239d571e342453,UFC Women's Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,Chris Lee 47 - 48. Sal D'amato 47 - 48. Jeff Mullen 47 - 48.,The Preacher's Daughter,The Iron Lady,2017-02-11,"Brooklyn, New York, USA",http://ufcstats.com/event-details/865aa315ea62c511,0,0.0,0.0,0.0,0.0,18 of 42,13 of 30,18 of 42,12 of 34,16 of 34,19 of 45,28 of 45,19 of 43,19 of 44,37 of 58,0 of 2,0 of 2,0 of 2,0 of 2,0 of 1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:36,2:22,0:07,2:33,2:39,0,0.0,0.0,0.0,0.0,12 of 25,19 of 34,16 of 39,16 of 26,17 of 26,15 of 28,36 of 52,19 of 43,32 of 44,42 of 56,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0:00,0:17,0:16,0:02,0:03,4 of 25,2 of 17,3 of 21,1 of 15,8 of 21,2 of 3,6 of 7,4 of 8,6 of 12,3 of 7,12 of 14,5 of 6,11 of 13,5 of 7,5 of 6,17 of 41,7 of 23,18 of 41,8 of 27,11 of 29,1 of 1,6 of 7,0 of 1,4 of 7,5 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,5 of 16,8 of 20,8 of 30,1 of 7,6 of 15,3 of 4,10 of 13,3 of 3,11 of 13,7 of 7,4 of 5,1 of 1,5 of 6,4 of 6,4 of 4,11 of 22,9 of 21,12 of 34,8 of 18,9 of 18,1 of 2,10 of 13,4 of 5,8 of 8,8 of 8,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,L,1981-10-17,1984-04-24,69.0,71.0,35.32173829715874,32.80286385072931,False,http://ufcstats.com/fighter-details/1d239d571e342453|http://ufcstats.com/fighter-details/634e2fb70bde3fd5,0.5306122448979592,False,True,1.7692307692307692,-130.0,2.518874446429429,2.0,76.92307692307692
W,Chas Skelly,Chris Gruetzemacher,http://ufcstats.com/fighter-details/4bd6b4800070b069,http://ufcstats.com/fighter-details/feaf00f3373435d6,Featherweight Bout,Submission,2,2:01,3 Rnd (5-5-5),Chris Reed,Rear Naked Choke,The Scrapper,Gritz,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,0.0,,,,12 of 31,9 of 21,,,,20 of 39,9 of 21,,,,1 of 2,1 of 1,,,,0,1.0,,,,0,0.0,,,,3:39,1:01,,,,0,0.0,,,,12 of 16,16 of 27,,,,41 of 47,24 of 36,,,,0 of 0,0 of 0,,,,0,0.0,,,,0,0.0,,,,0:00,0:00,,,,12 of 31,8 of 19,,,,0 of 0,1 of 2,,,,0 of 0,0 of 0,,,,6 of 19,9 of 21,,,,4 of 8,0 of 0,,,,2 of 4,0 of 0,,,,5 of 9,10 of 20,,,,2 of 2,3 of 4,,,,5 of 5,3 of 3,,,,8 of 11,7 of 18,,,,2 of 2,0 of 0,,,,2 of 3,9 of 9,,,,W,1985-05-11,1986-06-16,72.0,68.0,31.737818025010778,30.63991731520839,True,http://ufcstats.com/fighter-details/4bd6b4800070b069|http://ufcstats.com/fighter-details/feaf00f3373435d6,0.7520661157024794,True,True,1.2857142857142856,-350.00000000000017,-1.0979007098023885,4.0,28.57142857142856
W,Jessica Andrade,Angela Hill,http://ufcstats.com/fighter-details/6a1901c62ab3870f,http://ufcstats.com/fighter-details/f0feeb2192937424,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Sal D'amato 27 - 30. Jeff Mullen 27 - 30. Patrick Patlan 27 - 30.,Bate Estaca,Overkill,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,0.0,0.0,,,39 of 102,33 of 81,59 of 139,,,42 of 105,42 of 92,64 of 145,,,0 of 1,2 of 2,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:19,1:10,0:06,,,0,0.0,1.0,,,26 of 73,27 of 55,36 of 81,,,29 of 77,29 of 57,41 of 86,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:01,0:02,0:03,,,27 of 81,17 of 54,42 of 114,,,11 of 20,14 of 24,16 of 24,,,1 of 1,2 of 3,1 of 1,,,18 of 59,18 of 51,37 of 97,,,21 of 43,15 of 30,22 of 42,,,0 of 0,0 of 0,0 of 0,,,19 of 60,16 of 37,26 of 64,,,5 of 11,10 of 17,9 of 15,,,2 of 2,1 of 1,1 of 2,,,11 of 51,16 of 35,28 of 59,,,15 of 22,7 of 14,8 of 21,,,0 of 0,4 of 6,0 of 1,,,W,1991-09-25,1985-01-12,62.0,64.0,25.363970512741535,32.063628958842415,True,http://ufcstats.com/fighter-details/6a1901c62ab3870f|http://ufcstats.com/fighter-details/f0feeb2192937424,0.8524590163934427,True,True,1.125,-800.0,6.69965844610088,-2.0,12.5
L,Ovince Saint Preux,Volkan Oezdemir,http://ufcstats.com/fighter-details/50db8711c70196cd,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Reed,Joe Soliz 28 - 29. Sal D'amato 29 - 28. Joshua Ferraro 28 - 29.,--,No Time,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,0.0,0.0,,,14 of 30,24 of 62,38 of 97,,,14 of 30,25 of 63,40 of 99,,,0 of 1,0 of 2,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:27,0:12,,,0,0.0,0.0,,,27 of 55,26 of 55,29 of 72,,,39 of 68,29 of 58,35 of 78,,,0 of 1,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,1:20,0:04,0:00,,,9 of 22,20 of 55,32 of 88,,,5 of 8,4 of 7,6 of 9,,,0 of 0,0 of 0,0 of 0,,,14 of 30,24 of 62,31 of 85,,,0 of 0,0 of 0,7 of 12,,,0 of 0,0 of 0,0 of 0,,,12 of 36,15 of 39,24 of 63,,,9 of 10,6 of 10,2 of 5,,,6 of 9,5 of 6,3 of 4,,,24 of 51,23 of 51,24 of 64,,,3 of 4,3 of 4,5 of 8,,,0 of 0,0 of 0,0 of 0,,,L,1983-04-08,1989-09-19,80.0,75.0,33.82957897835,27.379070069885074,False,http://ufcstats.com/fighter-details/0845c81e37d3bcb3|http://ufcstats.com/fighter-details/50db8711c70196cd,0.7784405624201107,True,False,1.238095238095238,-420.00000000000034,-6.450508908464926,5.0,-100.0
L,Anthony Hamilton,Marcel Fortuna,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,http://ufcstats.com/fighter-details/d761b3766e38c5db,Heavyweight Bout,KO/TKO,1,3:10,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Freight Train,--,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,,,,,14 of 37,,,,,18 of 42,,,,,0 of 0,,,,,0,,,,,0,,,,,0:25,,,,,1,,,,,15 of 30,,,,,17 of 32,,,,,0 of 0,,,,,0,,,,,0,,,,,0:01,,,,,6 of 25,,,,,8 of 12,,,,,0 of 0,,,,,9 of 30,,,,,5 of 7,,,,,0 of 0,,,,,11 of 25,,,,,3 of 3,,,,,1 of 2,,,,,11 of 26,,,,,4 of 4,,,,,0 of 0,,,,,L,1980-04-14,1985-10-22,76.0,74.0,36.81115970896048,31.288801275864664,False,http://ufcstats.com/fighter-details/c727c7d31c50c4cf|http://ufcstats.com/fighter-details/d761b3766e38c5db,0.7065820777160984,True,False,1.3703703703703702,-270.0000000000001,-5.5223584330958175,2.0,-100.0
W,Ricardo Ramos,Michinori Tanaka,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,http://ufcstats.com/fighter-details/64788ee44b062ded,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Danny De Alejandro 28 - 29. Joe Soliz 27 - 30. Joshua Ferraro 28 - 29.,--,--,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,1,0.0,0.0,,,29 of 52,7 of 9,9 of 27,,,34 of 58,11 of 13,10 of 28,,,0 of 0,0 of 0,0 of 1,,,0,0.0,1.0,,,0,0.0,0.0,,,1:13,0:29,0:00,,,0,0.0,0.0,,,2 of 14,8 of 17,18 of 42,,,2 of 14,15 of 26,34 of 63,,,1 of 2,0 of 3,1 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:22,2:19,0:50,,,16 of 37,3 of 5,8 of 22,,,10 of 12,4 of 4,0 of 4,,,3 of 3,0 of 0,1 of 1,,,7 of 19,3 of 5,9 of 25,,,11 of 12,3 of 3,0 of 2,,,11 of 21,1 of 1,0 of 0,,,0 of 12,3 of 12,7 of 28,,,0 of 0,1 of 1,3 of 3,,,2 of 2,4 of 4,8 of 11,,,2 of 14,7 of 16,17 of 36,,,0 of 0,0 of 0,1 of 2,,,0 of 0,1 of 1,0 of 4,,,W,1995-08-01,1990-10-04,72.0,67.0,21.514473260915693,26.338665407229442,True,http://ufcstats.com/fighter-details/1ae8f3c723aacff4|http://ufcstats.com/fighter-details/64788ee44b062ded,0.5324675324675324,False,False,1.8,-125.0,-4.824192146313749,-5.0,-100.0
L,Abel Trujillo,James Vick,http://ufcstats.com/fighter-details/e14b5aa06eea9653,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,Lightweight Bout,Submission,3,0:49,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground,Killa,The Texecutioner,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,0.0,0.0,,,3 of 12,5 of 18,3 of 3,,,5 of 14,6 of 19,3 of 3,,,1 of 2,0 of 2,0 of 1,,,0,0.0,0.0,,,0,0.0,0.0,,,1:48,0:27,0:00,,,0,0.0,0.0,,,4 of 24,19 of 38,2 of 5,,,6 of 26,19 of 38,4 of 7,,,0 of 0,1 of 2,0 of 0,,,0,2.0,1.0,,,0,0.0,0.0,,,0:13,1:48,0:20,,,1 of 9,5 of 18,3 of 3,,,1 of 2,0 of 0,0 of 0,,,1 of 1,0 of 0,0 of 0,,,3 of 12,5 of 17,3 of 3,,,0 of 0,0 of 1,0 of 0,,,0 of 0,0 of 0,0 of 0,,,1 of 20,10 of 26,2 of 5,,,3 of 4,5 of 8,0 of 0,,,0 of 0,4 of 4,0 of 0,,,3 of 23,16 of 35,2 of 5,,,1 of 1,2 of 2,0 of 0,,,0 of 0,1 of 1,0 of 0,,,L,1983-09-18,1987-02-23,70.0,76.0,33.38330013621087,29.949964749447286,False,http://ufcstats.com/fighter-details/6256b2b1562cb8e1|http://ufcstats.com/fighter-details/e14b5aa06eea9653,0.552594002855783,False,True,1.7407407407407407,-135.0,3.4333353867635843,6.0,74.07407407407408
L,Dennis Bermudez,Chan Sung Jung,http://ufcstats.com/fighter-details/6f242453c91a5af0,http://ufcstats.com/fighter-details/c451d67c09c55418,Featherweight Bout,KO/TKO,1,2:29,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,The Menace,The Korean Zombie,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,,,,,20 of 34,,,,,24 of 38,,,,,0 of 3,,,,,0,,,,,0,,,,,0:20,,,,,1,,,,,17 of 35,,,,,19 of 37,,,,,0 of 1,,,,,0,,,,,0,,,,,0:05,,,,,11 of 24,,,,,6 of 7,,,,,3 of 3,,,,,14 of 26,,,,,6 of 8,,,,,0 of 0,,,,,16 of 32,,,,,1 of 2,,,,,0 of 1,,,,,12 of 30,,,,,2 of 2,,,,,3 of 3,,,,,L,1986-12-13,1987-03-17,66.0,72.0,30.147094053950457,29.889730795293538,False,http://ufcstats.com/fighter-details/6f242453c91a5af0|http://ufcstats.com/fighter-details/c451d67c09c55418,0.6279373368146214,True,False,1.5405405405405406,-185.0,-0.25736325865691967,-6.0,-100.0
L,Alexa Grasso,Felice Herrig,http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fighter-details/b6850671a008bf9a,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Kevin Hancock 28 - 29. Jeff Mullen 28 - 29. Patrick Patlan 27 - 30.,--,Lil Bulldog,2017-02-04,"Houston, Texas, USA",http://ufcstats.com/event-details/6a8a06b542e1516d,0,0.0,0.0,,,16 of 45,34 of 74,30 of 87,,,18 of 47,39 of 79,31 of 89,,,0 of 0,0 of 0,0 of 0,,,1,0.0,0.0,,,0,0.0,0.0,,,0:00,0:03,0:11,,,0,0.0,0.0,,,14 of 86,24 of 85,22 of 75,,,14 of 86,28 of 89,24 of 77,,,0 of 0,1 of 2,1 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:03,0:14,0:20,,,9 of 31,16 of 53,18 of 69,,,1 of 5,7 of 9,5 of 8,,,6 of 9,11 of 12,7 of 10,,,15 of 44,33 of 73,30 of 86,,,1 of 1,1 of 1,0 of 0,,,0 of 0,0 of 0,0 of 1,,,10 of 70,12 of 60,14 of 58,,,2 of 9,12 of 23,7 of 14,,,2 of 7,0 of 2,1 of 3,,,13 of 84,20 of 81,19 of 70,,,1 of 1,4 of 4,0 of 1,,,0 of 1,0 of 0,3 of 4,,,L,1993-08-09,1984-09-18,66.0,65.0,23.491242119961395,32.38122617165308,False,http://ufcstats.com/fighter-details/b6850671a008bf9a|http://ufcstats.com/fighter-details/e8b731feff72294b,0.7666504618376278,True,False,1.263157894736842,-380.0000000000001,8.889984051691687,1.0,-100.0
W,Raphael Assuncao,Aljamain Sterling,http://ufcstats.com/fighter-details/2f13e4020cea5b38,http://ufcstats.com/fighter-details/cb696ebfb6598724,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Tim Mills,Hale Hilsabeck 28 - 29. Ben Ramirez 29 - 28. Ron Mann 28 - 29.,--,Funk Master,2017-01-28,"Denver, Colorado, USA",http://ufcstats.com/event-details/4512e46543b960ad,0,0.0,0.0,,,16 of 26,11 of 34,12 of 41,,,16 of 26,11 of 34,12 of 41,,,0 of 0,0 of 0,0 of 0,,,0,0.0,0.0,,,0,0.0,0.0,,,0:00,0:00,0:00,,,0,0.0,0.0,,,21 of 46,13 of 51,18 of 75,,,21 of 46,13 of 51,18 of 75,,,0 of 0,0 of 1,0 of 2,,,0,0.0,0.0,,,0,0.0,0.0,,,0:02,0:00,0:00,,,6 of 13,1 of 21,3 of 26,,,3 of 4,4 of 5,1 of 5,,,7 of 9,6 of 8,8 of 10,,,16 of 26,11 of 34,12 of 41,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,4 of 21,2 of 33,12 of 58,,,4 of 7,2 of 6,3 of 8,,,13 of 18,9 of 12,3 of 9,,,21 of 46,13 of 51,18 of 75,,,0 of 0,0 of 0,0 of 0,,,0 of 0,0 of 0,0 of 0,,,W,1982-07-19,1989-07-31,66.0,71.0,34.53048317213906,27.496800071185582,True,http://ufcstats.com/fighter-details/2f13e4020cea5b38|http://ufcstats.com/fighter-details/cb696ebfb6598724,0.5711159737417943,True,True,1.6896551724137931,-145.0,-7.033683100953475,-5.0,68.96551724137932
W,Marcos Rogerio de Lima,Jeremy Kimball,http://ufcstats.com/fighter-details/ab943cd2c3c17825,http://ufcstats.com/fighter-details/917a5cb9821df261,Light Heavyweight Bout,KO/TKO,1,2:27,3 Rnd (5-5-5),Adam Martinez,Punches to Head On Ground,Pezao,--,2017-01-28,"Denver, Colorado, USA",http://ufcstats.com/event-details/4512e46543b960ad,0,,,,,12 of 25,,,,,12 of 25,,,,,0 of 0,,,,,0,,,,,0,,,,,0:04,,,,,0,,,,,5 of 17,,,,,5 of 17,,,,,0 of 0,,,,,0,,,,,0,,,,,0:18,,,,,6 of 17,,,,,2 of 3,,,,,4 of 5,,,,,7 of 18,,,,,0 of 0,,,,,5 of 7,,,,,3 of 14,,,,,1 of 1,,,,,1 of 2,,,,,5 of 17,,,,,0 of 0,,,,,0 of 0,,,,,W,1985-06-25,1991-01-03,75.0,72.0,31.595446860647378,26.07035052054457,True,http://ufcstats.com/fighter-details/917a5cb9821df261|http://ufcstats.com/fighter-details/ab943cd2c3c17825,0.5427435387673957,True,True,1.7692307692307692,-130.0,-5.5250963401028095,3.0,76.92307692307692
W,Alexandre Pantoja,Eric Shelton,http://ufcstats.com/fighter-details/a0f0004aadf10b71,http://ufcstats.com/fighter-details/a0c64f272b65d441,Flyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Tom Johnson,Joe Garcia 28 - 29. Ron Mann 29 - 28. Ben Ramirez 28 - 29.,The Cannibal,Showtime,2017-01-28,"Denver, Colorado, USA",http://ufcstats.com/event-details/4512e46543b960ad,0,0.0,0.0,,,8 of 22,12 of 29,17 of 48,,,16 of 30,34 of 57,17 of 48,,,0 of 0,1 of 2,0 of 1,,,0,2.0,0.0,,,0,0.0,0.0,,,2:07,1:43,0:00,,,0,0.0,0.0,,,8 of 21,9 of 23,15 of 49,,,12 of 26,17 of 32,15 of 49,,,3 of 3,1 of 6,0 of 3,,,0,0.0,0.0,,,0,0.0,0.0,,,0:49,2:02,0:00,,,3 of 14,8 of 24,16 of 44,,,2 of 3,3 of 4,1 of 3,,,3 of 5,1 of 1,0 of 1,,,8 of 22,7 of 22,17 of 48,,,0 of 0,3 of 4,0 of 0,,,0 of 0,2 of 3,0 of 0,,,7 of 19,9 of 23,15 of 48,,,1 of 2,0 of 0,0 of 1,,,0 of 0,0 of 0,0 of 0,,,7 of 17,7 of 20,15 of 49,,,0 of 2,0 of 1,0 of 0,,,1 of 2,2 of 2,0 of 0,,,W,1990-04-16,1991-02-02,67.0,68.0,26.78768215637556,25.988213310334913,True,http://ufcstats.com/fighter-details/a0c64f272b65d441|http://ufcstats.com/fighter-details/a0f0004aadf10b71,0.5217391304347826,False,False,1.8333333333333333,-120.00000000000001,0.7994688460406465,1.0,-100.0
